State,District,Market_Size_Score,Chronic_Disease_Score,Acute_Disease_Score,Healthcare_Score,Economic_Score,Development_Score,Overall_PMAF,Chronic_PMAF,Acute_PMAF,Overall_Rank,Chronic_Rank,Acute_Rank
Andhra Pradesh,West Godavari,0.3933146964452262,0.3812812473695846,0.1990918439813225,0.5833459502987843,0.1873248084501631,0.6476006025734076,42.0354520688607,42.1639347453022,40.03091312196828,29,23,28
Andhra Pradesh,Y.S.R.,0.2693747826385824,0.3947714930560765,0.287231731871945,0.5411291895332883,0.1573254755010105,0.630203666907973,38.7806945408973,38.68900050199498,37.110930325251566,51,51,59
Arunachal Pradesh,Anjaw,0.0011217667476972,0.5207234815233076,0.2504981014120672,0.1951380953134971,0.0966177522635606,0.4416223234701709,22.40221458525227,28.016008613194774,17.789379818690715,830,630,833
Arunachal Pradesh,Changlang,0.0117980835024765,0.53105305256283,0.1989910864043528,0.2487503217870045,0.0931492266348743,0.4341054077002506,23.056502182163957,29.53611742201429,17.74679948277571,814,465,835
Arunachal Pradesh,Dibang Valley,0.0,0.5713034195212632,0.1288634059473841,0.2323730751904158,0.0955339269400693,0.4888928672840069,23.337665642976315,30.965018763993637,16.157778931153715,806,347,844
Arunachal Pradesh,East Kameng,0.0056820004982711,0.3913776808947852,0.2243678773741021,0.1790692722796394,0.0939612178610329,0.4466919376052203,20.66554414757215,23.26958193084339,17.001033637582108,842,828,839
Arunachal Pradesh,East Siang,0.0075204037297559,0.475542293987109,0.1529750850856487,0.2120063572261218,0.0963561673087087,0.6093282890318418,24.789398136656143,28.573140908615414,18.39360239212105,767,583,828
Arunachal Pradesh,Kamle,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.2896060399166996,0.09610991533087,0.5038966854021703,27.213942031804358,27.841534139444125,25.991810150980783,659,646,618
Arunachal Pradesh,Kra Daadi,0.1318648278850407,0.2903669209963693,0.1510429908318208,0.1855954169170368,0.0950880161103377,0.6676334663635223,26.01773366380066,24.614702036204765,22.40931010224369,728,811,783
Arunachal Pradesh,Kurung Kumey,0.0063922451028661,0.428696334055076,0.2262629914897348,0.1803166791507952,0.0950432039137761,0.5194157590780677,22.572951000358216,25.358355826488204,18.19634414865404,827,794,829
Arunachal Pradesh,Leparada,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.2849463799507643,0.135620884964226,0.5173379938360513,28.17979439383039,28.475418568964567,26.49534627450385,582,594,582
Arunachal Pradesh,Lohit,0.0117807409337787,0.4203977312975648,0.1721943347661661,0.2686732177813277,0.0926439361032961,0.5612543219604624,24.612964996214608,27.32520203087096,19.376999143233967,773,684,820
Arunachal Pradesh,Longding,0.1318648278850407,0.3893003426834238,0.1157869056972009,0.1875456538605829,0.0921945702516167,0.3918002907326336,21.118979338403733,25.314643089932897,17.400480619698577,840,796,838
Arunachal Pradesh,Lower Dibang Valley,0.0039933045214322,0.4199995247853587,0.0614482889971064,0.2541708174091863,0.0942089036671261,0.5268965786201815,22.39987022218317,26.54536514730863,15.584960424728331,831,738,848
Arunachal Pradesh,Lower Siang,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.2953064210186656,0.0959361517908703,0.5046318457732367,27.339177590465013,27.960286912094112,26.115107543186102,649,635,608
Arunachal Pradesh,Lower Subansiri,0.0060249466772262,0.4294973194278968,0.1928975467688276,0.2392343395909377,0.0916441740471208,0.6040701568860514,25.04342100599397,27.352956084906992,19.76536795511821,761,683,816
Arunachal Pradesh,Namsai,0.1318648278850407,0.5346935453613523,0.1722549753481533,0.1978857460671288,0.0941743799873341,0.441440998877712,24.37680426343937,31.13631125527785,19.78339292463665,784,338,815
Arunachal Pradesh,Pakke Kessang,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.2886996053788665,0.139700733923192,0.5173379938360513,28.336455881571755,28.6116808119111,26.61120927265556,562,578,575
Arunachal Pradesh,Papum Pare,0.0143089326734077,0.3900182265238885,0.1645187951891192,0.2309358166399067,0.0936007806470562,0.6632365934421761,25.587012685181023,26.591910558729992,20.04551090083155,746,735,811
Arunachal Pradesh,Shi Yomi,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.2860924905689246,0.139700733923192,0.5173379938360513,28.28431358537292,28.559538515712266,26.55906697645672,567,586,579
Arunachal Pradesh,Siang,0.1318648278850407,0.3781008557854098,0.1081072766345638,0.2068342575855828,0.0929898805053305,0.5608100181315927,24.71206100635068,27.010460050797697,20.13736098115417,769,709,809
Arunachal Pradesh,Tawang,0.0035033966613716,0.4988623908441685,0.2309016280445286,0.2648785694502514,0.0949022523437532,0.5752360504736984,26.068045567468467,30.00371729167164,20.7527772705024,724,424,804
Arunachal Pradesh,Tirap,0.0083952735197758,0.3931048382707092,0.2497534246012261,0.2020142014185328,0.0953344081158932,0.5401946072527553,23.347352434858497,24.798821032506947,19.592241038944845,804,809,818
Arunachal Pradesh,Upper Siang,0.002298609198379,0.4411501804511557,0.1589541730831277,0.2047230490421462,0.0929093064281706,0.5561700284346084,23.12306339740892,26.5360293613696,17.40891707467332,810,741,837
Arunachal Pradesh,Upper Subansiri,0.0061665218047042,0.5141755570681715,0.1993712663417476,0.1848353026035636,0.0963047145851047,0.4599971682891859,22.081542379750367,27.86072338721979,16.728988034944926,834,642,841
Arunachal Pradesh,West Kameng,0.0066421648714608,0.3978110527727036,0.2114080090807831,0.2281221600016293,0.095773378548554,0.6142661002193738,24.988266691355232,26.19793502492848,20.21863366197214,763,749,808
Arunachal Pradesh,West Siang,0.0085314650764281,0.4525810548835989,0.1659831567199074,0.2016931552896591,0.0947245223030612,0.5757433143199471,23.799491255816974,27.2231303059931,18.02278091391353,798,693,831
Assam,Bajali,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.1361754143663589,0.5173379938360513,29.08428607044441,29.37713759856792,27.394292657096532,488,513,508
Assam,Baksa,0.0801605347403013,0.5177478115694013,0.3184037208504642,0.3359655458972306,0.1410552063329952,0.4794810884274635,29.094762832158477,33.35433399694925,25.686988371157167,482,190,640
Assam,Barpeta,0.1427293523841062,0.3737336469364433,0.2554107933258092,0.328711495296786,0.1563375951295566,0.4308517958227875,27.464049175287258,29.163076481564588,25.26753319924152,640,528,659
Assam,Biswanath,0.1318648278850407,0.4680775665075939,0.4195844981112597,0.2868237040692148,0.1229481656933022,0.4091874388964391,27.893103377068478,30.692582341214823,27.549324611096612,603,370,460
Assam,Bongaigaon,0.0623557838916829,0.3876884568786145,0.3502761417728979,0.2947017986664239,0.1262166124686442,0.4843359442155058,26.731848771360266,27.44685627109836,25.048818322320443,693,674,672
Assam,Cachar,0.152989143000257,0.3569419260116457,0.3702647094345268,0.2669970168857661,0.1989147635919057,0.3258934663814468,26.16795415164924,27.135346725821112,26.063781995226964,721,702,612
Assam,Charaideo,0.1318648278850407,0.4918924848010008,0.4135205214659458,0.3186594970940834,0.1236898535655609,0.4453186953323511,29.444787540210196,32.53525822442444,28.58382678072241,433,232,394
Assam,Chirang,0.0403340052339429,0.4419364691655598,0.3727465913803114,0.2897037749744449,0.1184336032740072,0.4649146238257273,26.414550751621164,28.49418231232973,24.480815831140955,710,591,703
Assam,Darrang,0.0784093175731989,0.3488184345327494,0.3724844906048338,0.2828388972729055,0.12645635182155,0.4327645066902759,25.62241071853444,25.65809984979433,25.07720085634456,743,778,670
Assam,Dhemaji,0.0559865358993024,0.5304616522642781,0.284424799780777,0.3277086101963379,0.1249263431244501,0.4746191680478027,27.813677665808417,32.86014757850732,23.7129392273868,612,218,750
Assam,Dhubri,0.1694780704276032,0.3721110560047262,0.4310517938371412,0.2508778091958333,0.1150054248664309,0.4028298996588098,26.79545258139222,27.18438492221871,28.070695886219752,690,695,425
Assam,Dibrugarh,0.1140323580713679,0.5100152341573579,0.3230212233844111,0.3653087829966869,0.2110909894714886,0.5200341414147904,32.53969001450437,35.80406227308885,28.7140990026218,236,103,384
Assam,Dima Hasao,0.0172971022835802,0.4850228161631833,0.2825976455856911,0.2858129757403227,0.1053798772611497,0.4371528548920082,24.589060821029964,28.9902268340268,20.91120531894776,774,542,803
Assam,Goalpara,0.0841254027015355,0.3693660700460658,0.3589405527573996,0.3320589914303072,0.1230530438833926,0.4227773019184876,26.52336102670912,27.325069011684928,25.71064569619844,700,685,637
Assam,Golaghat,0.092467921384564,0.484797749094624,0.3465228494085732,0.3704459203703524,0.1506243119478128,0.4845098602409999,30.27416626390656,33.330661335037355,27.619918307251428,370,193,456
Assam,Hailakandi,0.0574395949278384,0.4335148375402415,0.4693768617785163,0.2768503156431509,0.1277581141070422,0.3192021623172694,24.6539207330936,26.967210860106565,25.06022928099054,770,712,671
Assam,Hojai,0.1318648278850407,0.3908253132372676,0.3127214039672809,0.2867437252118573,0.1048309631706903,0.4770892545431425,27.046042588260104,28.39441401823411,25.71350288982444,678,600,636
Assam,Jorhat,0.095409049649575,0.4702527795730177,0.3653972860751581,0.3528733577595386,0.2577606052014526,0.567290440354711,33.8231697157873,34.96380891480679,30.14163345389217,167,117,292
Assam,Kamrup,0.1294582258869068,0.442026754552971,0.1997735919339921,0.3189489245364504,0.2245777847287439,0.5604115793519409,31.085933754950474,33.4118619822717,25.90901660325257,322,185,627
Assam,Kamrup Metro,0.1318648278850407,0.4291597799203124,0.2353408563040881,0.3296416461041648,0.137048910300595,0.5728841593965338,30.07379723597069,32.035297025469305,26.39605066019068,387,266,591
Assam,Kamrup Metropolitan,0.1139711260112729,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5544607218667333,29.539372984719357,29.44337063475188,27.449575716912065,429,484,480
Assam,Karbi Anglong,0.077662011242881,0.4674586611140285,0.2534216407685726,0.271697972614038,0.1210349961893727,0.449282345399131,25.602349527734468,29.656601212961288,22.0489459516622,745,451,793
Assam,Karimganj,0.1038468922605506,0.3586329366034744,0.4922653982395504,0.2775332530368318,0.1326290566903543,0.3471506451865749,25.732180291916485,25.64069798929032,27.50625702924409,739,780,465
Assam,Kokrajhar,0.0752123113022717,0.4421322918898423,0.3290061807364609,0.2988404952864351,0.1282804001801068,0.437262033334279,26.50328952832489,29.25251268396301,24.30006826502363,702,523,711
Assam,Lakhimpur,0.0868194797433154,0.4383018568441854,0.3605883792882006,0.3232266730580604,0.150939585787762,0.4883993328668327,28.976603790443274,30.68957516105876,26.9192131865458,503,371,549
Assam,Majuli,0.1318648278850407,0.4699710747045362,0.2860783045622567,0.3318500603068856,0.103210450546402,0.4586559893765246,28.07212035496499,31.85800203045857,25.65684800285724,592,278,642
Assam,Marigaon,0.1318648278850407,0.3838844847881336,0.3852235834831143,0.3120785158217876,0.1295992887570699,0.4193233127858315,27.548399587707078,28.452046300935606,27.41394731942301,631,596,489
Assam,Morigaon,0.079088447318546,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5055821158970818,27.864147291471784,28.25693100120082,25.66991626658549,606,611,641
Assam,Nagaon,0.2376626300249688,0.4034595217274098,0.3818986997161349,0.3528474810832944,0.1839711331350993,0.4741237832761071,32.82568276482484,33.432090312412164,32.68586409581092,217,183,162
Assam,Nalbari,0.0648759789630061,0.4248755283480437,0.2586742561372329,0.3360836887749125,0.1608849925900946,0.5425107154065671,28.922605359544377,30.728218889857,24.881320204818707,510,369,677
Assam,Sivasagar,0.1004638262585466,0.5023322445778288,0.2688671945674143,0.371058639790053,0.1863740033853112,0.5588234024066844,32.04639182826433,35.395921956042514,27.402858517696195,264,109,498
Assam,Sonitpur,0.1640362241368959,0.4202808297225111,0.2933169424772885,0.2945592190947676,0.2083043843717083,0.4281233396584032,29.036441067233497,31.287537067080816,26.65008860652757,499,326,571
Assam,South Salmara Mancachar,0.1318648278850407,0.3170329878670682,0.3283523296659385,0.2509116706039801,0.0967762870965246,0.3482633108588661,23.0101751042183,23.685961960164335,23.37469902412753,816,824,757
Assam,Tamulpur,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.136155618277236,0.5173379938360513,29.08389014866195,29.376840657231075,27.394094696205308,489,514,509
Assam,Tinsukia,0.1124684788754183,0.5080549020066308,0.3245418455623808,0.3177131084459796,0.1960527915142463,0.4813379527419258,30.47741410724152,34.13972471679299,27.02245988051301,360,151,541
Assam,Udalguri,0.070256489577122,0.4757339150730849,0.3195560932644557,0.2992954898149876,0.1223818781625855,0.4334663272053959,26.460903778577237,30.212118059892912,23.8083205049316,707,407,743
Assam,West Karbi Anglong,0.1318648278850407,0.4697383422739735,0.3599768660378284,0.2548011522499279,0.1019383504264277,0.3190474595856403,24.450187886058757,28.893711434541263,23.85648493054437,780,551,739
Bihar,Araria,0.2388521901886041,0.3827160147991078,0.599149610327333,0.1960926699635206,0.1207658868742861,0.3300965225966776,27.53480164372618,27.206411250092337,32.225266070804885,633,694,178
Bihar,Arwal,0.0543477005894379,0.368695633701593,0.6275706144126731,0.2128631482013377,0.1170374503703949,0.4002421460136355,25.652471384638787,24.006547371063547,28.750966035935203,740,820,381
Bihar,Aurangabad,0.1917004451157343,0.3531941054146525,0.4965778332611766,0.2398594984642234,0.1664735256614893,0.4389524580819484,29.237437933226207,27.879620026853814,31.211671282130037,448,640,225
Bihar,Banka,0.1668029503415661,0.3881175135979571,0.4724862459620724,0.2444211121013059,0.135341146860172,0.4136113613960972,27.809569009583125,27.9748250416495,29.26224879086809,614,634,346
Bihar,Begusarai,0.2503027417410626,0.3715104517599477,0.4295467995123824,0.2273265913006366,0.1576163210628879,0.4518903639287504,29.75329287339005,29.43860092766298,31.148802735614307,414,486,233
Bihar,Bhagalpur,0.2484065520398539,0.3953799379234508,0.4063530988888486,0.2660711983522845,0.1750385119113097,0.4588659717375418,30.9849750489428,31.34209023120862,31.56582269563875,331,319,211
Bihar,Bhojpur,0.2050069925743683,0.3843370371674988,0.4674485473249061,0.2362522963665188,0.1872345456824673,0.4458627631580825,30.00498780055279,29.54412789649804,31.121756291879983,396,464,236
Bihar,Buxar,0.1282157114820211,0.3266816420624611,0.4952128900531636,0.2395058979515636,0.1484702744524055,0.4482784754546168,27.508352507968397,25.49812853219009,29.225791431164303,635,789,347
Bihar,Darbhanga,0.3362523929646669,0.3760894008788992,0.4796483368961781,0.2295242122596564,0.1851167052451978,0.4184773493768854,31.944790574678905,31.440185207694764,34.79759174964285,272,310,93
Bihar,Gaya,0.3341222614840607,0.3769983893701742,0.4889860171050917,0.2681007157716582,0.1956858509624269,0.431429672164291,33.2466140724014,32.4889876591498,36.03863617967092,189,235,76
Bihar,Gopalganj,0.1968766274954854,0.3244802792732047,0.4035784613322466,0.2424328815985996,0.1762253610603545,0.4487478852036477,28.56624251321626,27.27385922438566,29.337889878800983,535,687,338
Bihar,Jamui,0.1396476534064955,0.3834631441034923,0.4076736537597878,0.2405552797123191,0.1254903882673068,0.3793478154973754,25.61219071630274,26.70110268498188,26.137497655569643,744,729,603
Bihar,Jehanabad,0.0861175697884006,0.3804338500217337,0.5564472853478254,0.2313674370488811,0.1354186927506186,0.4162585809812879,26.75205696507936,25.85875108857847,28.72012361055078,691,762,383
Bihar,Kaimur (Bhabua),0.1224659590555115,0.3322409145353062,0.4883377419348346,0.2242980583877947,0.144753437077993,0.4167094349984921,26.37032435509724,24.902108263756663,28.066559383549414,711,805,426
Bihar,Katihar,0.2606672928491499,0.366780122063931,0.479493781249684,0.1904797413534386,0.1384497994348982,0.333529988491437,26.925275475714628,27.2722918327272,30.00440596550591,684,688,297
Bihar,Khagaria,0.1397182239721489,0.357906419114375,0.4189391037707147,0.1920842713300102,0.1290704071525287,0.419512027351787,25.3761538249804,25.293950955852107,26.09009422183463,753,797,610
Bihar,Kishanganj,0.1426856775546012,0.3697968015999546,0.4417461918252003,0.1424310443221635,0.1015969766953032,0.3608113728545652,23.06593136278422,23.77729087250891,24.60098636848283,813,823,697
Bihar,Lakhisarai,0.0768522511243002,0.3854559363275993,0.4542169227950243,0.2052625970241862,0.1103725228420862,0.4631879431379178,25.510234873796044,25.420722008446177,25.81778691957797,748,791,632
Bihar,Madhepura,0.1692051820686803,0.3705499716023562,0.4902273485513934,0.2071141212487615,0.1471599894066633,0.3178929425966918,25.43521790795344,25.88196433949817,27.714115633837487,751,759,452
Bihar,Madhubani,0.3800290965217328,0.3965771793383497,0.5285666041975464,0.2833394435273089,0.2137806359416296,0.4165110333792963,35.12464202275831,34.519391950740484,38.66729873124256,120,130,38
Bihar,Munger,0.1131969507138886,0.4256509312414909,0.449618977941238,0.2855708369218895,0.1455132923280664,0.5037364769563862,29.713050230231907,30.093202500652605,29.35897978601186,417,417,336
Bihar,Muzaffarpur,0.4035561200119045,0.3714160451850174,0.4656553564003449,0.257687543281124,0.2320612033019902,0.4702790886685999,35.64239312112599,34.40814378355203,38.276616739037145,109,134,44
Bihar,Nalanda,0.2239143803050774,0.3819111974395638,0.5322033067912463,0.2592043820343532,0.1860183136639352,0.4430227509199997,31.384341580775416,30.249769371332373,33.71212612005989,306,402,124
Bihar,Nawada,0.1665670211082271,0.3800112525186259,0.4336614821416796,0.2354169722884163,0.1357183106645602,0.4306866315764996,27.504506059357126,27.682714681818176,28.364369712850223,637,659,407
Bihar,Pashchim Champaran,0.3178355130484349,0.3366123988391249,0.4935387068097238,0.2391663501208303,0.163505836475078,0.3570393627716635,29.85245230480863,28.94445239759748,33.64750887043848,409,545,129
Bihar,Patna,0.4563989873768835,0.3837017383677666,0.3948195741727924,0.2246527083615334,0.23892659255673,0.5369538980726009,36.92385685276055,36.004032626717134,38.4990875395133,73,98,40
Bihar,Purbi Champaran,0.4241371195168351,0.3641087116916041,0.4800827818578439,0.2439548196867977,0.188998677057567,0.4066230981982321,33.71618922468313,33.00685483112463,37.59461276923625,171,210,50
Bihar,Purnia,0.2751037116540915,0.3979758291402457,0.5200964956188302,0.1919124305868684,0.1328686021601777,0.3322239720362808,27.82289757633913,28.584745617493272,31.40581795397686,610,582,217
Bihar,Rohtas,0.2242362638110896,0.3402560937541617,0.4693203157529719,0.2715241981318449,0.1886684976402826,0.5129989377981872,32.04432204269943,29.784189362840465,33.472248814169525,265,443,134
Bihar,Saharsa,0.158238946371635,0.3694131816103315,0.4743683387007447,0.1615292079643209,0.1295777711630666,0.3537971517106682,24.500676747304585,24.806462527633403,26.439696005244773,779,808,587
Bihar,Samastipur,0.3573446198906342,0.3694135806941487,0.49230739545433,0.2692747988419225,0.237927732871974,0.4227234603627423,34.36262200083026,33.258014295653375,37.13364869407661,144,197,58
Bihar,Saran,0.3028945695031808,0.3807123203902043,0.473806142023236,0.2328559613784275,0.2227526705597704,0.4146352932376049,32.00795451771408,31.527584822061925,34.03616596740665,268,307,115
Bihar,Sheikhpura,0.0479632026662067,0.3676542831115235,0.5088498400363514,0.2345171292552904,0.1054330395773444,0.4116868579600092,24.75704582065577,24.21587072059353,26.080117931174374,768,818,611
Bihar,Sheohar,0.058645781107879,0.3326261205777128,0.4867860281782132,0.1902748771602821,0.1013550623218141,0.3839285777395845,22.87820745415046,21.979939097806227,24.50700097020925,819,836,702
Bihar,Sitamarhi,0.2998131600099131,0.3730213401972445,0.5741257329771445,0.2073214058177518,0.1713369681156008,0.3831965435742202,30.70483228209361,29.60045818093307,34.95528407585035,346,455,89
Bihar,Siwan,0.2559007981992789,0.3587838660561723,0.4499323610202204,0.266518377629249,0.2170594107264319,0.4663791018794549,32.20431603945223,30.92550100822762,33.421981159525,259,351,136
Bihar,Supaul,0.1877557021834053,0.3227400665577236,0.6558770168806892,0.2182239679461616,0.133526990794114,0.3845548817108213,28.267401687074177,25.26394941113159,33.49766898004608,571,798,133
Bihar,Vaishali,0.2812358306275316,0.390283216683698,0.4598395865059199,0.2269821027082483,0.1829337657204802,0.4425599345700457,31.1754607044223,30.993877082152693,32.940443311394404,316,344,152
Chandigarh,Chandigarh,0.0947155665431428,0.3694714628407016,0.3089678032701725,0.3135574995610271,0.1254583536035254,0.5364026297080203,28.187073649423056,28.342864122641043,26.1374350509247,580,602,604
Chhattisgarh,Balod,0.1318648278850407,0.3602283079825619,0.2918521858937315,0.3789576400961126,0.1225744042285439,0.5167416492531703,29.52357536802029,29.8304726949726,27.80827106689976,430,438,444
Chhattisgarh,Balodabazar-Bhatapara,0.1318648278850407,0.3812410699908903,0.3718218438433298,0.288683934319751,0.1170288840783476,0.4769074031661388,27.820330127327765,28.278919986613595,27.34906950730505,611,606,518
Chhattisgarh,Balrampur Ramanujganj,0.1318648278850407,0.4461157689369332,0.3634990042632772,0.3230092845921434,0.1038538876636472,0.3729360710804494,26.729429156427724,29.998703188095558,26.13618557781924,694,426,605
Chhattisgarh,Bastar,0.1248216259491669,0.5125529056334736,0.5881622463778319,0.2825001001181573,0.1098194766434466,0.3903545240797,29.15706605592248,31.63662360896676,31.052219567913923,464,296,241
Chhattisgarh,Bemetara,0.1318648278850407,0.3670212492312188,0.2791390029808264,0.341011679038416,0.1105227354796714,0.4697752791061723,27.52509295230647,28.65886768481859,25.9065100332295,634,574,628
Chhattisgarh,Bijapur,0.0216318060063699,0.5178704137104633,0.5470126475316791,0.2503697023794422,0.0960104627844735,0.235754635964898,22.724162755125104,27.36319794899854,23.828088583390127,821,681,742
Chhattisgarh,Bilaspur,0.2386249915586596,0.3971858126164081,0.3172012745675726,0.2807904523638904,0.1502249516687774,0.4925045790642381,30.38677036495112,31.46823238569933,29.594408860878257,365,309,324
Chhattisgarh,Dakshin Bastar Dantewada,0.0473032715237515,0.5306558478489679,0.409708331355934,0.3426662868297467,0.0973661966005469,0.3517966983169727,26.18629085746938,31.35080577396177,24.76574460696589,717,317,682
Chhattisgarh,Dhamtari,0.0692559076591157,0.3818337868360439,0.2973683872179137,0.3640613020860225,0.1221863171544504,0.5283009943343777,28.468112165218905,29.146331434824837,25.93949103850193,552,531,624
Chhattisgarh,Durg,0.2893589810621894,0.3660211712307505,0.2526713991482615,0.3697091769086764,0.1222125602791036,0.6106033986797219,34.02460804238395,33.93132654347736,32.77291453173261,155,159,160
Chhattisgarh,Gariyaband,0.1318648278850407,0.3953470169995801,0.318971881350629,0.3218298143888525,0.0986463948560425,0.4456098214647351,27.102206155395507,28.84683257795116,26.03744942862545,673,554,613
Chhattisgarh,Gaurela Pendra Marwahi,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3062193319101586,0.1361827051246459,0.5173379938360513,28.61648983622668,28.90930491055875,26.926423515295937,529,550,548
Chhattisgarh,Janjgir-Champa,0.1446487389013656,0.3940297465732706,0.3516571711865872,0.3437651500444397,0.1239680963386807,0.4828227129115813,29.36096314151993,30.247067483176604,28.488216104654967,437,403,402
Chhattisgarh,Jashpur,0.0758805668717064,0.4642843576702234,0.3159620566040824,0.3168384256778569,0.1150576028542929,0.4161960868059068,26.28191778693833,29.99215728032255,23.905754265441924,713,428,736
Chhattisgarh,Kabeerdham,0.0717677523138303,0.3503191990480364,0.2525314073518133,0.3452494881714802,0.1014482745489814,0.4427200470654472,25.252217305993284,26.55044136527668,23.02659096811137,756,737,768
Chhattisgarh,Khairagarh Chhuikhadan Gandai,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.1362701098908193,0.5173379938360513,29.08617998093361,29.37855803143482,27.395239612341136,486,510,506
Chhattisgarh,Kondagaon,0.1318648278850407,0.4820225369114845,0.4916053419130482,0.3201348400684534,0.1046377955510526,0.4361074556554544,29.59117717144536,31.841423640792183,30.23676497608884,426,280,286
Chhattisgarh,Korba,0.1092516409483332,0.4113103798413132,0.2953141388346731,0.274769511600859,0.1179509573633834,0.4420843608051095,25.94737460111357,28.26639431393165,23.96656791704449,731,609,729
Chhattisgarh,Korea,0.1318648278850407,0.4437147200522879,0.2978263185719159,0.3498436847869116,0.1103561411127787,0.4421333642316874,28.09937074657041,31.24086121427768,26.13403837119045,591,331,606
Chhattisgarh,Koriya,0.0593858766301943,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5138987742262464,27.636429044288047,27.946046170725435,25.203589020872403,620,637,664
Chhattisgarh,Mahasamund,0.0951504866589305,0.3817056435288553,0.3118918220201988,0.3471853737156129,0.111794017849692,0.4818877387918518,27.65632699581229,28.7022023866647,25.94177388495984,617,569,623
Chhattisgarh,Manendragarh Chirmiri Bharatpur Mcb,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.1368687698566628,0.5173379938360513,29.098153180250485,29.387537930922477,27.40122621199957,479,505,501
Chhattisgarh,Mohla Manpur Ambagarh Chouki,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.1361878440248003,0.5173379938360513,29.08453466361324,29.37732404344453,27.39441695368095,487,512,507
Chhattisgarh,Mungeli,0.1318648278850407,0.3738846328257359,0.2631763993971646,0.3378163382219576,0.0980250351134547,0.4616448867195571,26.95763208102921,28.56640986493812,25.196605237847397,683,584,665
Chhattisgarh,Narayanpur,0.0111133096845594,0.4830041331414185,0.4189581486710782,0.2825403214928971,0.0931679274837788,0.2985316568688777,22.72668712872723,27.161052764444243,21.867813565042635,820,696,795
Chhattisgarh,Raigarh,0.1396396321040736,0.3588935967553147,0.3147020431604385,0.3485598143681391,0.135594614571385,0.4653731711854367,28.519301043738228,29.012915746305413,27.364480042991364,543,539,515
Chhattisgarh,Raipur,0.3554703729943947,0.3382186095656739,0.3313461315913813,0.3795867336940511,0.1339472964664455,0.5479288662054366,35.03431279877711,34.02729157761855,36.0979051112434,121,154,73
Chhattisgarh,Rajnandgaon,0.1318034438800112,0.4150351837131558,0.2889706904480498,0.4054842831085642,0.1258970433904435,0.4866248548168251,30.036251245528945,32.026690168756865,27.846399495929685,391,267,443
Chhattisgarh,Sakti,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.1366842831898528,0.5173379938360513,29.09446344691429,29.384770630920325,27.399381345331477,483,508,504
Chhattisgarh,Sukma,0.1318648278850407,0.5282881612774958,0.4341931001209375,0.2972460147652684,0.094320625575225,0.3305501265088628,26.704444508672275,31.79261314643554,26.65715078826522,695,283,570
Chhattisgarh,Surajpur,0.1318648278850407,0.4190705552275504,0.30496726001338,0.3208342631457895,0.1219827781609187,0.4230568738771794,27.19515301378788,29.78176166476645,25.56249248956839,663,444,647
Chhattisgarh,Surguja,0.2100900615641705,0.4366848078730287,0.2935421383492104,0.3226426400097587,0.1098206703285776,0.4397200187108555,28.94773727448964,31.98313254907181,27.78811508979916,507,272,446
Chhattisgarh,Unknown Districts Of India,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.4120044495554176,0.139700733923192,0.5173379938360513,30.80255276510277,31.077777695442123,29.077306156186577,340,342,357
Chhattisgarh,Uttar Bastar Kanker,0.064974667561034,0.360753026298878,0.3554307869851287,0.3939009149423521,0.1193118258236395,0.4833183075969804,28.39195245132019,28.42672803385285,27.155920872497383,560,598,530
Dadra and Nagar Haveli,Dadra & Nagar Haveli,0.0299280687927236,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5234243703576454,27.23778481016661,27.45214597529001,24.46273872771927,657,671,706
Daman and Diu,Daman,0.0178670964102944,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5519594712414206,27.567267380193528,27.49627753647918,24.528936069503025,628,668,700
Daman and Diu,Diu,0.0037007495685535,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5403703433441387,27.052157885413077,27.097059320671548,23.930108745791568,676,703,730
Delhi,Central,0.0492660576392344,0.4080242720729581,0.2900588997065613,0.4074032179776998,0.139700733923192,0.6560512271173998,32.029256450945724,32.0702583149141,28.11529432738798,266,260,423
Delhi,East,0.1475970647949407,0.3546710374299857,0.3580509215984784,0.3624178980799498,0.139700733923192,0.663700252999909,33.39553858624448,31.346299106394284,31.980054079639736,182,318,190
