State,District,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening
Odisha,Rayagada,69.1,77.3,70.5,6.9,6.6,25.1,19.5,5.1,1.1,72.1,68.9,45.5,1972,30.2,50.5,91.3,96.6,19.1,32.5,4.9,47.0,29.1,39.8,43.6,16.1,26.7,14.8,74.1,85.3,64.3,0.2,0.2,0.2
Odisha,Sambalpur,66.7,,64.5,9.2,6.7,24.5,22.2,7.6,1.7,97.6,99.5,49.3,4191,42.6,62.4,93.0,98.8,36.5,40.0,7.6,50.8,22.4,36.3,40.7,25.5,19.7,21.4,79.0,89.0,63.1,0.3,0.3,0.0
Odisha,Sonepur,58.8,,73.1,6.5,6.8,20.5,22.4,5.3,0.3,95.0,96.1,45.8,5064,41.6,66.7,94.2,98.7,37.8,21.5,0.8,39.4,17.9,34.5,29.6,26.0,20.5,21.7,84.3,87.8,68.8,0.2,0.5,0.2
Odisha,Sundargarh,69.8,68.4,77.1,5.7,5.8,25.3,21.1,5.4,3.9,88.2,91.3,39.3,4756,40.2,65.5,91.5,97.1,35.6,45.9,11.5,52.2,21.9,34.7,32.9,21.1,21.1,19.6,81.3,73.1,60.3,0.0,0.2,0.2
Puducherry,Karaikal,54.4,66.3,65.5,6.5,7.3,24.4,20.5,1.6,4.1,99.6,99.6,26.9,2788,81.2,84.3,99.9,99.6,59.0,32.4,0.0,19.5,5.1,19.7,25.5,15.3,12.7,39.3,79.2,88.3,81.4,2.5,3.0,0.1
Puducherry,Mahe,38.4,25.6,36.9,14.6,14.6,37.7,33.3,0.0,0.0,100.0,100.0,23.6,8288,90.9,99.8,98.0,99.7,88.2,23.2,0.6,12.6,1.0,32.6,48.2,7.3,6.2,28.8,93.7,85.0,77.9,2.1,4.3,1.6
Puducherry,Pondicherry,56.8,,66.3,6.6,7.0,31.1,22.7,4.5,5.6,100.0,99.5,31.3,3317,95.0,84.6,100.0,100.0,67.2,27.3,0.3,14.0,2.1,13.1,17.0,11.6,8.1,48.5,82.2,87.0,85.3,5.0,9.2,1.9
Puducherry,Yanam,43.1,,39.7,8.9,6.3,33.3,32.2,2.5,0.0,99.0,100.0,29.2,2763,98.6,84.1,100.0,99.8,51.6,18.8,0.2,10.3,0.8,18.7,25.0,12.4,8.5,51.6,95.5,79.8,81.0,0.2,0.7,2.3
Punjab,Amritsar,52.1,35.1,73.6,6.3,5.4,43.0,35.9,2.9,1.6,98.8,95.9,26.2,3822,82.9,86.0,99.6,99.9,56.7,18.3,0.1,8.2,0.2,11.2,19.4,11.9,9.6,42.3,70.9,56.5,45.1,0.8,6.5,0.4
Punjab,Barnala,55.2,58.5,60.6,6.6,4.8,40.0,32.8,11.0,6.0,95.3,96.7,20.7,4033,73.5,90.7,99.8,99.8,53.1,28.5,0.3,14.0,0.3,16.5,33.8,9.4,13.0,37.7,75.6,63.8,56.5,0.5,0.5,0.7
Punjab,Bathinda,59.7,,69.6,6.0,5.3,45.1,32.2,13.0,9.0,93.2,93.1,20.1,5366,78.1,88.4,99.1,100.0,41.1,30.1,0.5,20.3,1.0,23.8,23.0,15.4,16.5,37.5,52.1,48.2,37.5,0.8,2.3,0.5
Punjab,Faridkot,63.2,57.7,76.1,7.9,5.3,35.4,26.1,9.4,3.7,97.7,94.3,20.4,3455,79.1,87.5,92.5,99.0,46.5,27.6,0.2,18.6,0.1,20.7,28.1,10.3,16.3,39.4,62.6,53.4,48.1,0.3,0.9,0.7
Punjab,Fatehgarh Sahib,65.1,,61.5,6.9,6.5,35.1,31.8,3.1,0.9,98.5,96.6,35.1,5296,74.3,87.6,99.7,99.6,62.3,23.6,0.1,12.3,0.2,18.2,30.0,7.1,9.8,48.2,74.3,76.0,71.0,0.6,2.3,0.8
Punjab,Fazilka,66.9,62.6,70.0,6.2,6.0,36.2,27.9,5.2,1.8,93.7,91.7,20.6,1803,57.1,81.8,97.3,99.8,41.3,20.8,0.3,17.5,0.4,20.2,35.9,9.5,19.4,31.6,65.2,36.5,38.6,0.2,5.2,0.0
Punjab,Ferozepur,61.5,62.0,73.4,6.0,5.7,33.9,29.7,2.5,4.4,97.5,95.5,21.0,3051,68.6,84.8,95.6,99.6,47.5,26.4,0.3,12.6,0.1,22.0,30.0,12.9,12.6,39.2,67.2,48.4,40.3,0.0,9.4,0.2
Punjab,Gurdaspur,55.2,43.1,70.1,6.0,5.2,39.2,36.8,2.3,1.3,92.7,92.4,23.5,3575,81.3,85.4,97.6,99.1,64.6,21.3,0.6,7.9,0.4,15.3,25.1,9.5,11.1,41.0,69.4,61.1,56.1,0.2,0.3,0.0
Punjab,Hoshiarpur,54.1,,69.6,7.6,5.3,43.0,35.9,1.7,1.3,98.3,98.3,27.7,3682,77.3,89.7,99.9,99.9,73.2,16.4,0.3,10.1,0.2,12.4,19.3,11.5,10.8,40.7,80.1,59.7,57.8,0.2,4.3,0.0
Punjab,Jalandhar,57.0,,69.2,6.4,5.8,37.5,32.5,4.1,0.9,93.3,92.3,25.9,3680,82.3,88.2,99.9,99.6,64.4,22.5,0.3,11.3,0.7,16.7,24.8,10.3,11.9,48.3,78.5,72.8,53.9,0.2,3.3,1.0
Punjab,Kapurthala,54.5,,68.7,7.2,6.4,36.2,32.3,3.3,2.0,93.5,95.0,20.7,3300,84.2,87.7,99.4,99.8,60.3,22.3,0.2,11.6,0.2,19.2,24.6,12.8,11.5,42.4,67.6,51.4,57.9,0.0,2.3,0.0
Punjab,Ludhiana,64.3,,77.9,5.6,6.8,32.2,26.3,5.6,0.0,92.4,90.1,25.2,3157,83.2,84.6,99.9,99.7,61.6,20.8,0.3,13.5,0.5,12.4,22.1,5.9,10.1,45.1,61.8,65.2,67.1,0.4,0.8,0.3
Punjab,Mansa,60.4,68.2,78.2,4.4,5.3,42.2,30.2,2.9,5.8,93.5,88.8,18.4,2903,52.3,85.4,99.3,99.5,37.5,28.4,0.3,16.9,0.4,22.7,36.6,12.1,16.1,32.9,66.9,49.4,48.8,0.3,3.4,0.0
Punjab,Moga,54.4,,70.3,6.2,5.8,35.3,31.2,7.4,6.0,95.3,93.0,23.7,2488,71.5,87.8,99.2,99.9,45.2,30.4,0.5,16.9,0.3,16.8,22.0,12.0,13.4,33.1,75.0,58.4,51.1,0.0,0.5,0.0
Punjab,Pathankot,55.0,31.8,68.3,5.1,4.7,32.5,33.0,2.7,0.4,95.0,94.8,27.0,3141,79.8,79.2,98.6,99.9,74.0,24.3,0.3,15.8,0.4,10.8,22.1,10.3,11.0,40.0,63.5,52.4,61.3,0.4,0.9,0.5
Punjab,Patiala,65.3,71.7,76.7,5.5,7.5,34.3,28.7,5.8,0.6,97.3,97.3,33.8,3696,80.4,88.1,99.1,99.7,56.0,21.9,0.4,11.2,0.3,16.9,20.3,9.9,14.0,42.9,65.5,72.0,70.4,0.2,0.2,1.2
Punjab,Rupnagar,64.5,,65.5,8.4,6.9,31.9,27.2,3.2,0.9,98.7,97.8,37.8,5635,63.9,84.0,98.5,99.8,64.0,20.0,0.3,11.5,0.5,15.3,15.1,9.1,13.4,45.3,56.6,65.2,70.0,0.0,0.0,0.4
Punjab,S.A.S Nagar,59.5,56.4,63.7,7.2,6.5,34.0,27.7,5.0,2.5,97.9,97.4,31.0,5710,88.9,87.6,99.9,99.6,62.5,20.9,0.6,12.3,0.5,23.0,26.2,10.7,9.5,48.9,81.2,69.0,70.3,0.0,1.3,0.0
Punjab,Sangrur,52.6,49.4,66.9,5.4,3.3,41.8,32.9,6.4,6.6,97.7,94.7,18.7,5693,69.8,92.4,99.7,99.6,54.4,22.0,0.3,12.7,0.6,18.1,23.4,10.4,14.1,37.6,66.5,47.7,48.6,0.7,2.6,0.5
Punjab,Shahid Bhagat Singh Nagar,49.8,,63.9,8.5,8.1,42.8,32.7,1.2,0.0,100.0,99.3,23.3,2450,76.4,91.3,99.7,100.0,65.4,18.7,0.2,10.9,0.2,11.2,17.9,12.0,9.8,41.8,79.9,60.5,66.1,0.3,3.5,0.1
Punjab,Sri Muktsar Sahib,61.0,,69.0,6.6,6.5,32.0,24.4,7.5,4.0,96.0,96.4,23.9,2177,72.9,82.9,97.8,99.5,39.8,32.0,0.3,20.8,0.4,30.7,35.0,13.6,18.4,30.8,71.2,57.9,47.8,0.0,0.5,0.2
Punjab,Tarn Taran,61.7,,70.5,4.6,5.0,36.1,31.1,0.9,0.3,95.4,96.0,25.0,3104,66.2,82.0,95.6,99.7,40.4,23.4,0.5,6.8,0.1,14.4,23.8,11.3,12.5,39.0,66.4,60.3,55.6,0.0,0.3,0.7
Rajasthan,Ajmer,52.7,59.6,76.3,3.3,3.8,13.1,14.5,4.2,2.9,97.9,95.1,88.7,1986,52.9,77.5,98.1,99.9,40.2,12.4,0.2,38.6,4.1,23.1,22.3,20.0,14.2,18.9,80.4,52.8,39.6,0.2,0.4,0.2
Rajasthan,Alwar,53.2,49.0,63.2,3.3,3.0,25.8,20.3,6.1,4.0,90.8,91.3,80.8,1829,34.9,66.0,97.6,97.8,35.1,13.3,0.3,42.5,9.7,24.0,33.9,15.6,24.3,17.3,55.5,30.0,16.7,0.6,1.5,0.2
Rajasthan,Banswara,52.8,43.3,82.1,6.2,5.7,19.4,17.1,3.8,0.5,97.5,97.7,84.2,1153,21.1,40.8,95.6,93.1,28.5,18.1,0.8,38.7,5.8,38.7,44.6,17.3,23.3,4.5,87.0,69.9,26.4,0.0,0.0,0.0
Rajasthan,Baran,60.1,59.3,65.1,4.8,4.5,15.6,12.6,5.4,8.1,97.8,97.3,89.5,1590,39.6,59.0,96.1,98.3,24.4,16.2,0.8,57.0,19.3,40.2,46.0,21.3,20.5,10.1,88.2,79.3,36.9,0.0,0.2,0.0
Rajasthan,Barmer,49.4,36.6,67.1,5.9,4.3,10.9,8.5,9.4,1.3,94.3,93.3,97.8,1117,26.8,83.6,99.9,95.5,25.6,11.4,0.4,49.1,3.9,31.7,39.1,11.5,19.7,4.5,82.7,64.9,41.7,0.0,0.2,0.0
Rajasthan,Bharatpur,60.8,56.1,75.7,3.1,3.0,23.6,19.1,15.3,3.8,90.8,92.1,84.8,2773,24.3,62.7,93.9,98.3,30.3,12.1,0.2,47.5,10.5,29.1,40.3,12.2,23.5,12.4,55.4,33.2,13.7,0.3,1.4,0.6
Rajasthan,Bhilwara,50.4,42.8,62.7,6.2,3.9,15.7,15.4,3.9,2.0,96.0,95.0,89.1,1248,26.5,62.3,93.1,99.3,25.3,11.5,0.4,41.9,4.2,23.5,22.6,17.4,16.3,12.4,78.0,64.7,30.4,0.0,0.0,0.0
Rajasthan,Bikaner,58.9,46.4,82.4,4.8,3.9,11.8,12.0,3.6,2.2,92.7,90.0,87.4,2492,51.4,79.8,94.9,96.1,30.2,8.8,0.4,38.0,3.4,28.5,22.8,25.6,17.8,14.4,80.5,50.5,29.8,0.2,0.0,0.2
Rajasthan,Bundi,55.9,44.8,74.9,3.4,3.4,19.0,17.2,7.4,9.5,95.1,95.3,87.7,1961,26.5,56.3,95.7,98.4,27.4,11.5,0.5,52.8,13.8,29.1,30.0,19.6,29.6,12.4,81.0,74.0,35.5,0.2,0.0,0.2
Rajasthan,Chittorgarh,45.1,38.4,72.4,8.0,5.6,21.1,18.3,5.2,1.3,97.3,96.8,90.6,3139,31.3,63.8,97.6,99.0,24.8,10.5,0.5,44.4,3.7,25.9,31.4,14.6,20.2,15.3,85.5,75.0,30.2,0.2,0.2,0.3
Rajasthan,Churu,52.9,51.5,78.1,3.6,2.9,25.4,21.2,6.2,5.2,89.9,87.8,81.9,2104,40.6,80.2,98.2,96.6,33.4,9.1,0.4,39.9,5.0,23.4,27.1,16.5,20.3,20.3,72.4,45.0,31.4,0.1,0.5,0.4
Rajasthan,Dausa,60.3,60.0,74.4,5.5,4.4,16.1,12.2,7.3,4.4,96.1,98.2,91.2,1902,22.6,59.4,99.4,99.0,34.6,7.2,0.2,47.5,15.8,33.5,37.7,20.7,22.7,9.1,81.0,53.6,16.3,0.3,1.2,0.0
Rajasthan,Dholpur,68.5,63.7,81.7,4.0,3.0,15.1,13.4,10.8,6.0,94.2,94.4,89.0,1362,36.5,57.5,94.8,97.5,27.0,9.9,0.2,48.0,9.9,31.3,45.7,13.7,21.5,11.7,67.9,42.4,21.3,0.6,0.4,0.0
Rajasthan,Dungarpur,72.6,53.3,79.8,9.1,5.7,14.9,12.9,5.7,0.0,95.5,94.1,97.5,1525,27.3,59.9,94.1,99.4,32.5,11.4,0.3,40.8,3.6,25.9,31.4,15.6,26.8,4.4,77.0,50.6,38.0,0.0,0.0,0.3
Rajasthan,Ganganagar,59.0,64.3,72.3,3.9,3.8,18.3,16.2,3.0,4.2,98.2,97.7,85.3,1902,45.5,83.4,94.4,96.9,39.3,15.6,0.5,29.0,2.1,26.1,24.5,24.9,14.3,19.5,83.3,58.7,48.5,0.0,0.2,0.0
Rajasthan,Hanumangarh,60.3,55.8,81.0,4.1,3.9,22.6,20.0,2.2,1.6,96.9,94.9,89.0,2057,36.2,83.8,97.8,99.0,38.4,13.0,0.1,36.1,1.5,21.3,24.2,19.8,19.3,17.6,84.4,53.1,48.3,0.4,0.8,0.6
Rajasthan,Jaipur,54.1,43.7,71.3,4.8,4.2,16.5,14.7,4.3,0.6,98.0,97.3,81.5,3252,60.1,79.6,99.9,99.5,47.9,7.7,0.2,33.1,6.3,20.8,25.0,14.6,16.6,18.1,81.3,53.5,20.6,0.4,1.3,0.1
Rajasthan,Jaisalmer,44.4,35.5,58.6,5.0,2.7,15.8,9.7,7.7,3.1,93.6,90.0,93.7,2110,30.9,75.7,95.2,97.3,18.7,10.5,0.1,44.9,5.0,31.7,25.5,25.0,16.3,11.2,64.6,47.6,37.5,0.0,0.0,0.0
Rajasthan,Jalore,59.9,43.5,66.3,6.2,4.3,11.5,10.4,5.2,1.7,94.8,95.5,96.6,1460,36.5,77.4,98.3,98.4,22.2,9.9,0.5,44.2,6.5,36.5,44.3,12.1,19.7,4.3,82.1,71.2,38.0,0.1,0.1,0.1
Rajasthan,Jhalawar,51.5,48.5,73.1,6.4,4.6,17.3,15.0,3.7,5.1,98.5,98.3,93.6,1692,33.8,62.1,92.4,99.3,22.4,15.1,0.4,55.4,9.8,38.1,34.0,29.0,19.8,8.6,89.9,72.3,30.3,0.0,0.2,0.3
Rajasthan,Jhunjhunu,55.4,50.7,77.2,3.6,2.9,25.6,20.7,3.7,3.1,98.6,97.1,86.1,2435,55.5,79.0,98.4,99.0,45.2,12.4,0.7,39.9,5.9,19.6,20.9,13.9,20.0,19.0,80.1,49.2,38.8,0.2,0.7,0.2
Rajasthan,Jodhpur,43.4,23.6,64.4,4.8,3.1,16.5,13.1,5.3,2.4,92.6,90.0,87.5,2286,56.1,75.4,96.5,98.4,34.6,7.5,0.2,43.6,6.9,25.4,32.6,13.3,16.9,13.3,71.9,56.7,46.3,0.2,0.0,0.3
Rajasthan,Karauli,61.5,70.1,75.9,5.0,3.7,13.2,10.6,6.4,2.4,97.6,97.6,86.4,1987,24.2,49.9,94.8,98.7,22.7,7.0,0.4,51.6,17.3,37.3,37.6,26.6,23.0,10.5,65.0,42.0,14.1,0.0,1.0,0.2
Rajasthan,Kota,51.8,49.5,66.7,5.0,3.1,20.2,15.9,6.4,7.4,99.0,97.9,80.9,1647,72.3,79.0,99.6,99.4,44.0,12.6,0.3,43.2,9.2,26.4,29.5,20.8,15.5,13.0,88.0,81.3,37.3,0.3,0.3,0.7
Rajasthan,Nagaur,45.3,33.2,65.1,4.6,3.4,17.5,15.6,4.6,1.3,96.9,97.0,90.0,2450,45.7,79.0,96.9,99.0,32.3,7.5,0.3,44.0,5.9,26.2,31.5,16.2,18.9,13.0,77.1,46.2,40.6,0.1,0.1,0.1
Rajasthan,Pali,58.8,42.1,72.6,8.4,5.4,16.5,13.0,6.3,1.3,98.5,98.8,96.2,2269,53.1,81.8,96.2,99.7,36.6,9.0,0.1,40.1,4.6,35.9,35.9,18.3,16.3,8.1,69.3,45.0,43.8,0.0,0.0,0.0
Rajasthan,Pratapgarh,53.1,56.2,65.8,6.1,3.5,18.7,16.5,5.0,0.8,97.1,96.4,84.5,1213,23.0,46.3,88.6,97.0,23.5,18.0,0.4,37.8,2.7,31.8,29.0,24.9,24.1,5.9,75.1,52.9,17.0,0.2,0.2,0.0
Rajasthan,Rajsamand,58.4,52.3,84.3,4.4,3.9,15.4,15.1,8.2,3.2,95.7,95.1,93.2,1413,37.1,72.1,94.8,98.9,33.9,11.6,0.1,44.6,4.8,23.7,30.3,16.6,18.1,8.3,84.8,60.7,46.3,0.0,0.0,0.0
Rajasthan,Sawai Madhopur,57.5,55.9,73.3,4.4,3.0,19.8,15.4,8.7,7.0,97.8,97.4,80.5,2083,29.1,71.2,92.5,95.5,28.3,7.3,0.6,47.1,13.9,24.2,26.9,22.0,25.8,11.1,65.4,47.3,24.6,0.2,0.2,0.2
Rajasthan,Sikar,44.0,32.9,61.5,4.7,2.9,22.0,19.4,5.9,3.2,94.9,95.8,82.4,5927,58.4,77.9,99.4,99.2,41.4,9.8,0.2,35.1,7.0,18.3,23.1,12.8,21.4,19.6,75.9,50.4,45.1,0.1,0.3,0.3
Rajasthan,Sirohi,64.0,42.2,75.8,5.1,3.0,18.7,14.2,7.5,2.9,95.9,95.7,92.0,1614,46.0,54.1,93.6,93.9,25.7,13.5,0.3,39.9,8.7,31.2,30.7,16.4,17.7,7.9,73.1,69.5,42.5,0.0,0.3,0.3
Rajasthan,Tonk,52.8,49.9,64.6,3.2,3.0,20.1,16.7,8.6,5.7,97.9,97.4,84.5,2303,24.1,66.2,90.9,97.8,27.3,12.1,0.5,47.6,8.6,28.2,33.1,18.1,23.8,10.0,78.8,66.2,33.5,0.0,0.1,0.3
Rajasthan,Udaipur,60.5,39.7,76.9,6.6,5.4,16.5,14.4,6.9,1.8,97.4,96.1,94.3,1480,34.3,60.3,92.7,98.1,30.1,14.4,0.3,42.5,4.5,26.6,34.0,8.6,17.5,9.1,69.6,62.3,44.7,0.0,0.0,0.0
Sikkim,Gangtok,43.3,0.0,49.8,6.7,7.4,34.2,31.6,6.5,0.5,94.2,91.8,29.9,8471,87.6,85.0,93.6,99.4,53.2,35.9,14.5,37.9,11.2,13.0,17.8,14.3,7.7,38.2,53.4,43.8,48.3,0.0,0.1,1.2
Sikkim,Gyalshing,42.7,0.0,67.1,7.0,3.5,45.1,32.7,3.3,2.1,99.3,99.3,19.9,5361,69.8,88.9,89.9,98.8,43.9,50.9,20.5,44.9,8.9,19.3,25.2,21.1,3.0,24.5,75.8,70.4,48.6,0.5,0.5,0.7
Sikkim,Mangan,36.7,26.9,53.5,8.4,6.5,47.7,39.0,7.2,0.7,98.5,97.3,24.5,7390,65.9,83.8,94.7,98.9,37.7,43.5,22.7,35.4,9.9,15.3,31.8,4.5,3.4,44.1,66.2,59.4,74.0,0.4,1.2,0.0
Sikkim,Namchi,39.8,0.0,56.5,9.1,6.6,49.6,41.0,4.5,0.0,99.4,97.4,20.8,11031,66.5,91.7,93.3,99.6,45.7,38.1,15.0,47.4,15.8,7.2,24.8,8.0,4.6,34.8,78.1,84.5,71.3,0.0,1.6,0.0
Tamil Nadu,Ariyalur,62.4,64.1,62.0,8.7,8.7,27.5,20.6,5.6,0.0,100.0,100.0,71.1,4664,46.7,54.6,93.2,98.2,50.7,28.1,0.1,20.7,8.7,20.1,25.3,15.1,15.6,33.3,65.0,91.4,84.7,4.3,5.6,0.4
Tamil Nadu,Chennai,50.3,,55.3,10.7,10.6,33.2,28.8,4.1,1.0,100.0,100.0,58.2,3951,97.7,90.4,98.7,99.9,76.7,16.1,0.1,8.9,0.7,21.9,20.4,18.3,7.4,41.9,81.4,89.9,86.3,6.3,8.6,1.1
Tamil Nadu,Coimbatore,48.9,51.0,37.8,7.7,6.8,33.3,29.2,2.9,1.2,100.0,100.0,61.0,5609,95.5,78.5,99.9,99.4,62.8,22.9,0.5,21.4,5.5,18.5,23.0,7.0,10.1,50.0,72.6,90.0,91.5,8.4,13.3,1.1
Tamil Nadu,Cuddalore,58.6,,64.8,7.4,8.3,27.0,20.1,3.4,1.6,99.1,99.2,64.4,3803,75.6,61.3,99.5,99.2,50.1,32.6,0.6,24.4,7.5,18.0,20.2,13.9,14.8,35.1,75.5,82.2,68.5,4.6,7.1,0.6
Tamil Nadu,Dharmapuri,42.5,,54.2,8.0,5.7,30.8,25.8,3.2,0.0,99.6,99.6,75.5,2808,82.5,72.4,98.7,99.4,54.4,26.8,0.7,24.6,7.9,23.2,28.7,16.9,12.9,33.4,78.4,94.5,92.7,1.2,1.8,0.8
Tamil Nadu,Dindigul,42.6,34.6,50.2,11.9,8.2,34.2,25.7,2.3,0.4,98.6,97.0,71.9,2828,76.3,61.0,99.5,98.8,50.1,26.0,0.1,27.7,6.5,28.4,27.1,21.1,12.9,38.5,71.9,96.2,85.7,2.1,5.8,0.7
Tamil Nadu,Erode,55.4,,46.5,6.2,6.4,36.1,29.5,1.5,0.0,100.0,100.0,77.7,2401,95.9,67.6,98.9,99.6,57.8,23.5,0.1,26.2,11.1,26.9,19.4,20.9,11.4,37.1,87.8,93.9,82.2,8.7,15.1,0.7
Tamil Nadu,Kanchipuram,57.0,,68.8,6.0,6.7,32.0,24.3,3.1,2.3,100.0,100.0,59.7,3531,88.1,75.9,99.4,99.4,56.8,28.9,0.8,17.5,4.5,19.8,20.6,15.7,12.6,46.4,62.6,76.1,73.5,6.8,6.8,1.7
Tamil Nadu,Kanniyakumari,45.6,46.5,39.1,8.4,9.3,30.2,24.4,0.9,0.0,100.0,100.0,64.1,3170,74.4,96.2,98.2,99.8,77.1,14.8,0.2,11.0,1.0,14.5,17.3,11.4,5.9,53.0,65.6,84.2,90.3,3.9,13.1,0.8
Tamil Nadu,Karur,65.0,,73.2,10.8,9.4,29.1,24.1,5.6,0.7,99.2,100.0,74.6,2586,72.5,63.6,99.4,98.7,51.2,29.0,0.4,25.5,5.9,36.3,33.6,18.4,17.9,34.7,83.3,95.7,68.7,5.8,12.1,0.2
Tamil Nadu,Krishnagiri,44.0,33.3,46.5,6.7,4.9,25.3,23.5,1.1,0.4,100.0,99.6,73.6,2081,86.0,75.9,99.8,99.2,53.9,22.7,0.2,20.3,8.2,19.3,29.0,10.4,11.7,34.5,84.5,93.1,93.7,0.4,0.9,0.6
Tamil Nadu,Madurai,48.0,,54.3,9.5,7.9,31.8,25.6,4.3,0.6,100.0,100.0,66.3,3317,91.2,80.1,98.7,98.9,58.6,24.5,0.4,20.3,0.8,21.5,32.4,9.5,12.2,40.8,70.0,89.5,71.0,2.4,12.1,0.4
Tamil Nadu,Nagapattinam,62.6,44.8,60.9,6.7,6.5,32.1,24.5,5.7,2.5,100.0,99.7,70.9,4655,59.0,69.6,100.0,99.0,53.7,34.3,0.3,24.9,10.4,24.3,32.3,12.5,19.4,31.9,89.4,93.1,85.6,11.0,15.7,2.2
Tamil Nadu,Namakkal,51.9,,67.9,9.5,8.0,31.5,25.6,4.0,0.0,100.0,100.0,68.8,3435,89.7,75.2,99.5,99.2,55.7,27.1,0.1,19.8,6.6,15.7,25.2,10.3,9.4,43.2,76.2,97.8,87.5,1.0,1.7,0.0
Tamil Nadu,Perambalur,66.1,,69.2,7.0,8.4,26.1,19.8,4.3,0.0,100.0,100.0,75.5,3707,75.1,57.4,100.0,99.1,49.0,29.1,0.2,20.3,5.5,22.3,29.1,15.9,18.0,32.9,85.8,92.2,78.7,10.3,17.2,3.3
Tamil Nadu,Pudukkottai,62.5,62.2,71.1,6.6,6.5,30.2,23.0,5.1,3.3,100.0,100.0,72.9,2610,42.0,55.2,95.7,98.9,52.2,31.7,0.8,28.3,7.6,21.6,32.2,9.5,20.3,32.0,77.9,91.6,73.7,7.6,13.4,2.5
Tamil Nadu,Ramanathapuram,53.6,46.7,57.2,7.9,8.0,28.2,23.3,3.3,0.0,99.3,99.6,69.7,3729,82.7,78.6,93.9,99.3,53.7,29.9,0.6,22.8,1.1,21.6,26.4,17.7,15.7,34.1,82.9,88.2,77.1,5.3,12.8,0.4
Tamil Nadu,Salem,46.3,,51.3,8.7,7.7,34.0,26.6,0.7,1.6,100.0,100.0,67.5,3965,84.5,64.5,97.6,99.5,51.3,24.1,0.2,23.5,6.5,20.8,23.6,10.1,10.1,40.3,74.7,85.0,82.2,14.6,15.6,1.7
Tamil Nadu,Sivaganga,51.5,,56.4,9.3,8.5,26.0,22.0,2.6,0.0,100.0,100.0,67.7,3143,75.2,74.4,96.5,99.4,59.9,23.0,0.4,17.5,2.4,28.4,27.6,22.8,12.7,33.4,72.6,90.9,81.1,1.5,3.4,0.2
Tamil Nadu,Thanjavur,59.0,,64.8,7.6,7.8,34.6,28.8,4.8,2.6,100.0,100.0,70.6,3425,69.4,79.6,99.7,98.8,54.3,30.0,0.5,22.4,7.6,21.9,19.6,8.3,12.7,42.8,86.1,93.7,79.3,4.5,9.0,2.2
Tamil Nadu,The Nilgiris,44.2,,45.9,8.2,5.4,32.9,34.2,1.3,0.0,100.0,100.0,74.5,3438,81.5,83.6,96.4,98.6,63.4,25.9,1.1,21.5,6.8,23.2,26.7,17.3,10.8,39.5,80.0,92.5,93.8,12.3,23.2,1.2
Tamil Nadu,Theni,41.2,36.6,46.8,9.0,8.8,35.6,28.7,3.8,0.2,100.0,100.0,67.4,1773,89.9,74.4,99.9,99.4,56.9,23.0,0.3,21.3,4.3,18.8,20.2,15.5,10.3,45.2,88.8,98.7,85.6,4.9,9.1,0.5
Tamil Nadu,Thiruvallur,56.8,,58.4,6.4,6.3,32.4,26.4,5.2,3.9,100.0,100.0,57.4,3668,93.4,75.6,100.0,99.8,57.2,26.7,0.1,18.3,1.7,20.6,18.1,17.0,10.5,48.6,77.6,85.4,75.0,7.9,10.8,3.9
Tamil Nadu,Thiruvarur,58.2,,45.0,8.7,10.6,31.0,23.8,4.3,0.7,100.0,100.0,75.2,4590,58.9,71.0,100.0,98.6,57.5,32.2,0.4,24.3,11.5,21.5,19.8,18.4,15.4,37.2,80.5,92.3,86.3,10.4,17.7,0.7
Tamil Nadu,Tiruchirappalli,62.4,,82.3,10.4,8.6,28.9,21.4,5.2,1.4,99.0,98.6,67.8,2593,71.2,67.1,98.1,99.0,57.1,25.7,0.4,19.8,3.5,27.4,27.6,20.9,16.7,33.5,86.1,90.5,86.1,5.4,11.2,2.2
Tamil Nadu,Tirunelveli,51.0,,49.9,7.6,6.7,25.5,22.1,2.7,0.0,100.0,100.0,61.3,3281,87.9,79.8,98.1,99.5,54.2,17.3,0.0,16.3,0.7,22.7,29.4,12.0,13.5,40.2,84.5,85.0,87.4,5.5,18.9,0.2
Tamil Nadu,Tiruppur,55.2,40.8,44.8,6.1,5.9,28.9,26.8,1.5,0.7,100.0,100.0,59.9,5017,95.4,75.9,99.8,99.5,55.1,26.2,0.1,22.8,5.7,23.1,21.5,15.3,9.9,45.0,68.6,93.5,95.0,3.7,6.1,0.6
Tamil Nadu,Tiruvannamalai,56.6,,64.7,8.0,6.7,25.8,19.2,6.0,2.6,99.1,99.1,69.6,2724,70.7,61.7,98.5,99.0,50.2,24.2,0.2,17.2,4.8,25.0,30.6,14.8,12.6,37.8,81.2,97.7,84.5,4.3,8.0,0.6
