State,District,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening
Gujarat,Patan,59.8,60.1,76.2,10.1,10.2,16.3,16.3,6.8,0.5,97.1,98.6,50.2,783,62.6,73.1,99.4,98.3,22.6,2.1,0.2,38.9,6.9,42.3,50.5,20.9,29.3,18.3,86.2,79.8,68.1,0.0,0.0,0.0
Gujarat,Porbandar,47.6,54.9,77.9,11.6,9.2,16.2,15.8,5.6,0.8,96.0,100.0,42.1,685,76.9,85.7,96.2,99.8,35.9,6.0,0.3,59.7,16.7,25.5,18.2,21.8,15.8,27.8,93.5,92.1,56.5,0.2,0.4,0.4
Gujarat,Rajkot,60.5,0.0,77.0,8.5,7.7,14.5,17.8,4.3,1.2,100.0,99.3,45.1,668,83.6,85.4,99.5,99.6,42.6,1.2,0.1,53.4,7.2,37.0,38.9,17.6,19.5,28.0,94.0,93.5,60.6,0.0,0.5,0.1
Gujarat,Sabar Kantha,67.3,49.4,81.1,8.6,8.1,26.1,24.0,14.0,0.5,83.0,89.4,49.3,1828,58.7,61.0,90.7,95.3,31.1,6.8,0.5,37.8,6.8,41.0,37.0,33.1,26.6,15.5,70.1,73.2,52.2,0.2,0.2,0.0
Gujarat,Surat,69.0,58.7,83.6,9.3,6.8,22.6,23.4,3.1,0.0,98.8,97.7,31.6,2342,88.6,82.0,98.9,99.3,44.0,8.7,1.6,32.5,7.7,32.5,36.1,26.0,21.0,25.1,92.2,93.4,73.1,0.2,0.4,0.4
Gujarat,Surendranagar,55.6,60.8,81.0,11.3,8.5,14.7,17.1,8.6,2.9,83.6,85.6,50.4,1721,56.9,63.8,96.9,99.4,23.3,1.3,0.1,47.5,4.7,41.8,39.2,27.1,24.1,20.7,84.0,57.5,39.6,0.0,0.0,0.3
Gujarat,Tapi,77.4,72.0,80.7,9.1,7.1,28.0,25.2,8.1,1.6,85.2,92.9,42.3,846,45.5,70.2,99.0,97.6,32.5,14.5,2.3,35.6,10.8,51.8,41.7,36.6,35.4,12.6,83.2,91.0,73.6,0.2,0.1,0.0
Gujarat,Vadodara,72.3,65.9,86.4,6.5,7.8,23.8,24.3,11.8,0.7,95.2,95.9,41.7,1597,78.1,85.6,99.5,97.3,46.4,5.4,0.4,29.1,6.8,39.9,42.3,20.1,20.9,27.6,80.4,65.9,53.1,0.0,0.2,0.5
Gujarat,Valsad,75.7,71.0,87.6,6.8,7.3,29.3,23.8,4.9,0.6,98.5,96.5,40.6,958,73.1,85.3,98.0,98.6,45.6,17.9,1.5,32.3,5.3,34.8,37.8,23.2,23.8,21.3,88.3,92.5,76.5,0.4,0.1,0.1
Haryana,Ambala,46.1,33.8,64.2,5.3,4.0,31.2,28.8,5.6,5.8,91.0,97.8,19.0,2874,81.6,87.2,99.3,99.6,55.3,18.8,0.4,22.0,0.8,13.7,24.1,10.9,14.8,41.6,76.5,57.4,51.6,0.9,2.9,0.2
Haryana,Bhiwani,66.4,54.1,69.2,6.2,5.4,24.8,18.7,5.8,0.3,97.8,97.7,28.2,1079,36.6,89.7,97.5,100.0,47.0,14.2,0.1,34.6,1.8,20.6,29.0,6.0,19.5,28.1,89.0,60.4,53.3,0.1,1.0,0.3
Haryana,Charki Dadri,72.6,62.4,67.2,6.7,5.2,22.9,20.6,4.1,0.3,99.7,98.9,29.7,1607,36.2,90.4,97.3,99.5,54.5,12.0,0.1,38.3,1.9,16.9,23.9,10.6,17.0,28.8,82.6,53.4,48.9,0.0,0.0,0.0
Haryana,Faridabad,54.2,30.9,68.4,5.1,3.8,26.2,23.3,4.7,1.2,93.9,92.5,32.8,1591,89.3,84.2,97.9,100.0,55.6,13.6,0.5,23.0,2.7,19.5,28.9,8.0,10.0,37.1,85.6,51.2,44.6,0.0,1.0,0.2
Haryana,Fatehabad,62.3,59.0,59.3,7.4,6.6,20.1,17.5,3.6,0.6,97.9,97.9,29.4,1012,43.7,87.3,99.8,99.8,41.5,14.2,0.5,23.5,0.8,26.6,24.6,16.0,19.8,29.8,91.3,60.1,60.3,0.0,0.7,0.2
Haryana,Gurugram,67.5,55.9,67.7,9.8,7.4,22.4,16.5,4.5,0.0,97.2,96.7,34.6,1389,81.0,84.5,99.7,99.4,59.6,18.5,0.5,32.6,2.9,22.2,22.1,15.7,9.0,24.3,86.2,48.1,47.8,0.3,0.0,0.0
Haryana,Hisar,63.8,58.7,70.5,8.2,7.1,28.6,19.4,4.7,2.2,98.8,98.2,27.9,975,44.8,89.1,99.3,99.7,43.9,14.2,0.2,34.5,1.8,21.4,27.8,16.4,18.5,30.2,91.2,69.9,54.4,0.0,0.0,0.2
Haryana,Jhajjar,60.1,65.7,76.9,5.3,5.1,26.8,21.0,3.7,0.3,97.2,97.2,27.0,3316,55.9,91.7,96.6,99.8,62.7,14.7,0.1,34.1,2.6,9.7,15.6,8.0,10.1,43.5,87.3,60.1,58.7,0.2,0.8,0.2
Haryana,Jind,59.6,62.7,68.9,7.5,6.1,21.9,16.5,5.1,0.7,99.0,98.7,23.7,1670,42.1,88.5,96.2,100.0,45.3,16.9,0.0,35.3,2.5,22.9,25.5,8.8,18.9,32.3,82.6,49.6,46.9,0.9,2.0,0.4
Haryana,Kaithal,61.5,43.2,61.4,9.6,8.7,20.4,16.9,4.5,1.6,99.7,98.2,29.1,1038,55.9,89.7,98.5,100.0,45.9,13.8,0.0,22.6,1.7,29.9,29.9,20.7,16.5,32.7,81.4,68.8,66.0,0.2,0.0,0.2
Haryana,Karnal,61.9,53.2,78.3,3.7,3.5,21.2,17.6,4.4,5.1,98.6,99.0,24.6,1047,74.1,83.5,99.9,99.2,46.8,22.0,0.3,26.6,2.6,20.5,29.2,9.8,14.9,36.5,91.2,84.7,78.0,0.4,0.7,0.4
Haryana,Kurukshetra,57.1,46.3,73.7,5.1,4.8,34.4,30.4,7.7,7.7,97.6,98.4,19.2,1662,77.6,82.6,99.9,99.6,48.4,19.3,0.2,24.3,1.3,22.5,24.9,12.8,11.8,37.3,82.7,59.8,70.6,0.6,1.2,0.3
Haryana,Mahendragarh,61.2,62.8,72.3,5.6,5.0,25.8,21.6,4.7,0.8,98.9,98.9,25.6,2497,34.2,79.8,99.7,99.6,52.4,13.9,0.4,32.9,2.3,15.4,25.2,8.4,14.3,29.5,88.1,55.2,48.5,0.1,0.1,0.1
Haryana,Nuh,60.6,55.2,76.4,5.1,2.9,19.2,15.5,4.1,0.7,77.8,74.6,11.5,1031,22.0,71.7,97.1,98.6,13.9,5.5,0.3,36.5,4.7,37.3,44.4,14.2,19.2,14.9,70.9,45.9,18.3,0.5,1.3,0.8
Haryana,Palwal,57.2,56.8,71.6,5.3,3.1,23.2,21.9,5.6,2.1,83.2,78.3,23.5,1584,34.6,80.3,96.7,98.9,39.4,13.3,0.1,30.9,7.0,21.0,31.0,9.9,15.8,27.4,81.2,53.4,32.1,0.2,0.6,0.4
Haryana,Panchkula,57.1,,53.1,8.0,6.2,26.2,24.3,3.2,0.8,97.0,97.0,19.9,4399,81.1,82.6,99.2,99.5,60.3,20.0,0.3,19.5,0.9,19.3,21.8,12.0,14.1,39.9,82.6,76.9,69.5,0.3,0.5,0.3
Haryana,Panipat,66.9,69.0,73.4,5.1,4.9,25.6,21.6,8.2,4.7,96.3,97.1,26.5,1717,73.0,79.3,99.9,99.6,52.1,17.6,0.5,27.3,4.6,18.9,25.1,9.9,13.7,37.8,81.4,49.2,41.1,0.5,1.0,0.3
Haryana,Rewari,61.8,59.3,71.3,5.2,4.0,26.5,24.1,2.7,0.0,98.3,98.7,25.3,1464,54.9,86.4,99.7,100.0,58.7,19.1,0.3,33.5,4.4,20.5,25.9,9.3,11.7,28.3,85.7,63.8,45.8,0.0,0.0,0.0
Haryana,Rohtak,65.3,77.1,76.2,7.0,6.6,24.5,20.7,3.8,1.9,96.7,97.4,24.8,1957,67.3,90.0,98.5,99.7,55.9,17.6,0.3,30.5,2.8,22.1,28.9,12.5,15.9,35.9,86.4,72.3,56.4,0.2,0.4,1.1
Haryana,Sirsa,61.9,,70.1,10.3,6.2,26.8,19.9,5.2,0.9,99.3,99.3,26.6,1705,38.8,81.9,99.3,99.9,44.7,12.9,0.3,21.7,1.1,23.4,25.0,12.6,20.8,29.3,93.9,61.9,44.2,0.0,0.0,0.6
Haryana,Sonipat,53.3,61.0,68.7,6.5,6.2,21.9,20.0,4.3,4.0,90.2,99.7,22.4,1533,69.9,86.7,97.2,99.3,56.8,17.9,0.2,30.7,2.9,12.7,23.6,9.2,13.2,39.3,85.8,64.1,48.9,0.3,0.5,0.3
Haryana,Yamunanagar,56.6,62.2,72.9,6.7,5.7,28.8,28.7,7.2,6.6,86.0,94.8,20.6,1872,77.7,83.5,100.0,99.8,51.2,19.7,0.4,25.3,1.7,23.1,27.7,12.1,14.0,38.0,87.4,66.4,58.9,0.7,2.5,0.7
Himachal Pradesh,Bilaspur,53.0,0.0,44.8,9.8,9.3,20.3,22.1,6.3,0.0,87.6,91.7,35.4,3360,35.8,80.8,92.9,100.0,64.2,26.2,0.3,33.3,1.8,38.8,40.1,12.0,17.5,29.1,76.4,81.4,72.4,0.0,0.4,0.2
Himachal Pradesh,Chamba,43.7,38.3,46.5,6.1,5.4,23.2,17.8,2.0,1.6,74.1,72.0,26.8,4252,35.0,86.5,85.5,99.1,50.9,40.5,0.6,40.3,2.5,26.0,42.6,15.4,14.6,23.2,75.1,62.7,65.4,0.0,0.2,0.0
Himachal Pradesh,Hamirpur,49.5,0.0,52.0,8.0,7.5,35.2,28.1,12.4,1.1,92.4,97.6,32.0,4229,44.7,85.5,98.0,99.7,76.1,29.2,0.3,33.0,0.7,23.6,27.3,14.9,17.2,37.1,67.5,59.4,69.9,0.4,1.0,0.2
Himachal Pradesh,Kangra,63.4,0.0,55.3,6.0,7.4,26.6,24.9,5.0,0.4,87.5,90.2,36.4,2087,49.1,73.3,98.6,99.7,69.9,34.1,1.1,32.9,1.2,32.0,28.0,19.4,15.2,31.0,51.5,56.3,63.4,0.2,0.2,0.0
Himachal Pradesh,Kinnaur,51.7,0.0,75.6,4.0,3.5,22.8,18.5,7.4,0.8,84.1,82.7,35.9,3884,70.4,80.1,96.9,99.6,56.1,50.6,0.9,44.1,2.0,18.9,32.2,11.3,9.9,26.4,77.8,75.3,68.7,0.2,0.8,0.0
Himachal Pradesh,Kullu,52.8,23.1,75.3,4.7,3.9,20.6,17.4,8.5,0.5,88.1,87.0,26.8,2919,65.0,81.2,94.3,99.2,54.4,33.7,1.0,33.6,1.4,25.6,35.9,16.1,11.0,29.8,62.1,60.0,61.9,0.6,0.7,1.4
Himachal Pradesh,Lahul And Spiti,82.1,0.0,91.0,4.3,4.1,19.2,15.0,6.5,1.3,86.7,86.4,31.2,3533,71.7,61.7,89.2,99.8,55.9,47.9,1.8,33.5,1.7,18.4,28.5,16.3,9.9,26.9,62.4,65.6,72.7,0.2,1.2,0.4
Himachal Pradesh,Mandi,48.9,43.5,52.2,8.1,6.9,23.8,20.8,2.6,0.4,86.4,86.6,41.3,2859,38.6,87.0,96.5,99.5,71.8,35.0,0.6,31.7,1.4,21.3,31.3,19.9,12.8,31.6,81.2,70.3,68.4,0.4,0.5,0.2
Himachal Pradesh,Shimla,46.5,0.0,59.1,7.7,4.8,23.5,19.9,1.6,3.8,91.3,92.2,37.1,6658,78.0,87.3,97.3,100.0,69.7,34.4,0.5,31.7,1.5,14.9,27.1,15.5,9.9,28.4,83.1,85.3,77.2,1.1,3.5,0.0
Himachal Pradesh,Sirmaur,50.1,46.3,58.5,4.5,4.5,20.8,19.1,3.3,2.8,88.2,87.4,26.2,2586,46.8,84.3,95.7,99.2,55.6,22.2,0.3,27.3,4.1,24.2,28.6,18.5,16.1,23.2,91.0,85.2,76.0,0.0,0.0,0.0
Himachal Pradesh,Solan,47.5,30.5,50.4,6.2,5.1,22.3,21.7,3.0,4.0,86.8,90.2,41.9,5401,62.5,81.8,96.5,99.2,62.3,27.4,0.5,29.0,2.9,26.7,32.3,20.9,11.9,29.7,87.1,88.2,74.6,0.7,1.3,0.3
Himachal Pradesh,Una,60.8,60.4,58.7,8.1,8.3,27.2,27.1,9.2,0.4,89.9,89.7,22.6,4903,46.2,81.4,98.8,98.5,66.8,23.9,0.2,31.0,0.8,25.8,24.7,13.1,16.3,41.2,70.7,71.7,46.5,0.9,0.5,1.7
Jammu and Kashmir,Anantnag,74.3,54.1,79.2,5.3,5.0,19.4,20.0,7.0,7.7,98.1,90.5,7.3,6058,76.5,84.7,99.3,98.7,52.8,0.1,0.2,47.0,2.9,28.3,28.2,24.9,4.1,28.6,82.0,80.9,32.5,0.0,0.2,0.0
Jammu and Kashmir,Bandipora,73.7,55.3,75.1,3.5,2.9,17.4,21.4,8.0,4.8,93.7,92.8,9.1,6399,77.9,66.8,89.8,99.0,35.9,0.4,0.1,40.1,9.1,16.8,25.2,14.0,10.4,28.2,82.9,82.6,21.9,0.4,1.0,0.2
Jammu and Kashmir,Baramulla,72.5,56.0,70.4,3.8,4.5,19.0,23.7,9.9,3.8,97.0,96.2,6.5,9853,76.5,77.7,93.3,98.7,35.9,1.2,0.2,34.7,6.5,17.3,23.2,18.2,10.6,31.1,84.0,75.2,22.4,1.7,1.8,4.0
Jammu and Kashmir,Budgam,73.9,57.0,85.0,3.1,2.9,18.6,19.9,6.3,5.1,98.5,96.5,5.2,5525,71.1,77.0,95.8,99.5,48.2,0.2,0.0,42.9,5.4,20.6,26.8,18.9,4.7,25.3,83.3,66.5,25.4,0.2,0.2,0.0
Jammu and Kashmir,Doda,66.5,47.7,80.7,4.5,4.4,21.5,23.1,2.7,0.0,75.6,73.5,7.6,4458,42.4,70.9,92.6,99.6,46.8,7.9,0.2,37.1,3.2,15.2,32.7,9.5,5.0,31.3,86.3,74.3,23.1,0.2,1.2,5.1
Jammu and Kashmir,Ganderbal,77.2,63.0,89.8,4.3,4.2,19.1,21.5,4.7,2.3,98.6,98.0,8.3,6961,84.4,78.4,97.2,99.5,34.3,0.1,0.2,36.3,6.3,20.1,18.5,25.9,7.7,34.2,86.9,80.4,16.3,0.0,0.4,0.1
Jammu and Kashmir,Jammu,66.6,41.7,68.4,3.5,3.6,22.6,20.5,2.7,3.6,97.0,96.5,23.3,4714,87.9,81.2,99.9,100.0,70.8,25.5,0.3,25.7,0.8,17.6,27.0,18.0,4.2,38.3,93.2,95.4,51.4,0.0,0.0,0.0
Jammu and Kashmir,Kathua,53.6,28.4,67.0,9.1,7.8,23.6,18.9,2.1,1.0,98.5,97.1,7.0,5661,68.5,75.4,96.1,99.7,64.9,21.1,0.5,33.3,2.1,25.9,21.8,22.5,5.3,38.2,83.2,31.6,32.6,0.4,0.8,0.8
Jammu and Kashmir,Kishtwar,84.8,65.3,88.5,3.5,2.9,13.3,13.2,6.0,2.2,94.1,91.6,16.4,4410,50.6,59.6,86.8,88.8,48.0,9.4,0.1,41.3,3.5,17.7,27.5,22.8,5.1,24.9,80.3,76.4,34.8,0.3,0.2,0.3
Jammu and Kashmir,Kulgam,77.0,63.2,77.7,3.6,3.4,19.9,25.8,2.1,0.0,99.6,98.9,4.2,3852,40.3,80.5,96.4,99.8,42.4,0.3,0.1,37.7,3.3,15.3,28.4,11.3,2.1,25.9,95.5,92.2,15.8,0.3,0.5,0.4
Jammu and Kashmir,Kupwara,73.5,45.7,78.8,4.7,3.6,18.9,18.1,9.0,8.9,99.0,97.1,10.4,5108,62.0,67.7,88.0,99.3,44.9,0.2,0.0,49.8,6.8,25.5,24.9,25.1,5.1,21.3,83.7,89.2,29.2,0.4,0.8,0.4
Jammu and Kashmir,Poonch,54.1,24.9,54.3,3.2,3.0,16.3,17.9,6.0,3.8,93.8,86.0,11.1,3641,44.6,66.7,76.8,99.7,46.8,2.4,0.3,38.8,2.3,18.8,25.9,15.6,6.8,16.2,80.5,86.4,20.6,0.4,0.0,0.6
Jammu and Kashmir,Pulwama,73.2,37.7,67.4,1.7,2.9,19.1,22.6,3.7,2.6,98.1,97.8,9.9,4299,76.6,91.6,98.0,99.1,49.4,0.6,0.0,41.2,3.3,20.2,22.4,15.3,2.9,37.9,96.6,96.2,33.1,0.0,0.0,0.2
Jammu and Kashmir,Rajouri,60.6,41.8,76.4,5.4,4.7,13.8,16.5,10.7,6.1,94.4,88.8,16.4,4199,42.8,63.3,77.7,100.0,46.4,8.2,0.1,44.8,3.2,32.4,30.3,22.5,4.8,22.7,82.5,71.9,17.4,0.2,0.2,0.0
Jammu and Kashmir,Ramban,59.7,36.0,62.0,3.7,5.8,15.7,17.5,6.4,3.4,91.7,80.4,9.2,2683,35.8,48.9,73.4,97.4,35.5,10.0,0.5,36.4,2.8,21.2,25.7,15.6,7.6,15.8,84.6,79.2,12.9,0.7,1.2,0.5
Jammu and Kashmir,Reasi,62.9,40.3,69.7,3.8,4.2,17.6,15.4,0.9,0.9,73.3,69.3,11.2,4046,35.2,62.7,76.5,99.9,41.9,10.3,0.1,41.7,4.0,11.7,17.7,13.0,4.3,22.7,83.4,75.9,32.6,0.0,0.0,0.0
Jammu and Kashmir,Samba,62.4,41.1,69.0,5.7,4.8,21.5,21.1,4.7,3.2,99.0,97.9,19.0,4149,73.0,78.8,95.4,99.8,60.6,28.1,0.7,38.9,3.0,15.5,24.5,20.4,3.6,36.5,86.6,96.2,46.5,0.2,0.9,0.4
Jammu and Kashmir,Shopian,63.9,33.5,57.1,2.9,3.0,14.2,15.1,2.7,3.8,97.5,98.3,8.4,5792,66.1,86.5,99.2,99.9,55.2,0.4,0.4,47.0,5.0,33.5,22.0,32.8,2.0,27.6,80.8,86.8,34.4,0.0,0.4,0.0
Jammu and Kashmir,Srinagar,51.7,38.8,77.0,2.6,3.5,18.1,20.1,1.2,2.2,99.2,99.2,17.9,4589,98.4,86.8,98.5,100.0,60.5,0.4,0.0,36.5,1.9,15.8,33.0,18.6,3.5,27.8,95.2,85.1,34.1,0.0,0.2,0.0
Jammu and Kashmir,Udhampur,56.5,44.5,70.4,5.8,6.1,18.3,20.1,11.9,4.5,91.1,87.2,16.8,3412,55.1,69.8,76.4,99.9,43.7,27.1,0.6,45.2,4.7,31.9,37.3,19.8,4.0,29.3,80.1,69.8,19.4,0.0,0.0,0.0
Jharkhand,Bokaro,68.8,63.6,66.5,6.4,4.0,27.5,21.5,15.6,2.2,86.5,80.9,44.7,3372,47.0,64.4,86.4,97.3,45.0,27.9,2.0,45.0,9.0,32.3,36.2,19.7,26.6,15.1,68.2,48.7,29.6,0.0,0.6,0.4
Jharkhand,Chatra,56.0,56.5,62.6,7.3,4.8,22.1,16.0,4.5,1.4,73.5,71.5,46.5,2066,20.4,48.1,83.3,92.1,27.7,38.7,5.9,49.7,6.4,39.8,42.2,17.2,32.2,10.4,57.1,32.4,28.2,0.0,0.0,0.2
Jharkhand,Deoghar,70.2,72.4,73.9,7.3,4.9,18.5,14.2,6.5,0.8,72.3,61.3,53.8,2133,23.5,41.6,90.8,95.6,19.7,26.3,2.0,52.0,6.6,36.9,41.7,17.7,32.5,10.9,58.1,30.7,18.5,0.2,0.7,0.2
Jharkhand,Dhanbad,63.8,45.8,66.5,5.0,4.5,24.9,18.5,7.9,1.8,83.6,78.8,45.7,2627,37.2,67.6,88.9,98.5,37.9,25.8,1.1,45.7,9.6,25.1,27.0,14.0,26.0,16.4,65.4,44.6,18.6,0.0,0.3,0.1
Jharkhand,Dumka,73.4,60.5,75.1,5.4,5.1,20.0,14.1,6.4,1.3,69.0,60.3,45.4,1602,18.1,41.5,92.6,93.2,19.1,44.5,8.8,56.6,9.6,44.9,38.2,27.8,29.6,9.1,64.9,39.3,21.8,0.0,0.0,0.2
Jharkhand,East Singhbum,64.4,32.8,67.4,7.9,6.2,22.4,19.8,1.9,0.7,96.4,94.0,50.7,3378,57.6,70.2,89.7,95.7,46.8,25.6,4.5,38.8,8.6,41.6,35.9,29.4,15.5,18.6,78.2,40.7,54.6,0.0,0.0,0.0
Jharkhand,Garhwa,62.7,58.9,62.5,7.1,7.0,23.4,18.3,6.6,0.2,88.2,84.0,55.3,2256,24.7,54.1,92.5,85.0,31.0,29.2,3.0,46.7,4.8,40.6,47.7,18.9,28.8,13.6,66.3,29.8,16.8,0.2,0.9,0.2
Jharkhand,Giridih,64.7,56.7,62.8,7.8,5.5,23.9,17.4,9.0,3.1,76.7,70.7,52.4,2101,32.4,59.2,87.6,96.5,25.0,29.8,1.4,44.8,4.4,34.3,31.9,27.8,27.3,7.8,57.9,42.1,19.8,0.4,1.9,0.4
Jharkhand,Godda,66.3,65.2,75.1,7.1,6.7,20.2,18.6,6.8,4.2,83.3,70.2,45.9,1463,19.7,54.9,91.4,93.5,19.6,34.2,3.3,45.1,2.7,40.7,39.4,24.5,23.6,10.7,63.1,39.2,16.7,0.0,0.5,0.5
Jharkhand,Gumla,59.5,44.7,65.8,8.3,6.3,19.9,15.1,5.1,3.0,90.2,83.8,51.7,1124,19.1,50.1,75.2,89.1,33.3,53.1,16.1,55.5,14.8,38.7,40.2,20.1,25.2,5.6,81.5,49.3,47.8,0.2,0.4,0.2
Jharkhand,Hazaribagh,56.1,54.4,62.1,6.4,4.4,30.8,18.8,9.1,2.7,85.6,82.0,55.0,2328,36.8,55.6,85.5,98.2,40.1,35.1,3.4,42.5,4.8,32.5,37.8,16.2,25.3,15.0,59.8,36.4,23.8,0.0,1.0,0.0
Jharkhand,Jamtara,77.7,57.3,72.8,6.7,5.6,21.9,17.8,13.8,5.8,82.5,75.4,62.9,2771,20.3,52.8,93.0,92.2,21.4,29.9,5.3,49.7,13.6,46.2,41.9,23.0,30.6,7.1,66.7,36.0,31.2,0.0,0.0,0.0
Jharkhand,Khunti,70.0,34.0,66.9,10.6,6.1,14.2,11.7,11.7,1.9,80.1,73.8,58.2,1314,18.7,55.2,68.6,92.9,29.3,57.5,19.8,57.2,16.2,44.0,38.5,32.1,20.6,3.9,71.3,37.4,47.6,0.3,0.5,0.2
Jharkhand,Koderma,64.9,59.7,60.0,10.7,6.3,20.6,13.8,8.2,2.4,94.5,91.3,56.8,1948,35.8,54.0,83.9,97.1,31.8,29.2,0.5,37.3,1.4,31.7,34.6,18.0,29.9,12.4,77.8,47.6,13.1,0.2,0.3,0.2
Jharkhand,Latehar,63.6,58.4,68.3,6.4,5.1,22.2,15.3,6.6,6.1,83.8,70.3,52.2,1268,14.2,51.4,79.2,89.0,26.5,47.3,12.7,51.6,11.0,39.4,40.1,19.2,31.1,7.3,75.0,43.1,41.6,0.0,0.5,0.2
Jharkhand,Lohardaga,61.7,50.1,68.7,5.5,6.0,20.2,17.5,5.0,0.6,92.1,84.1,58.9,1707,34.0,67.7,78.4,99.2,35.0,37.6,7.9,51.7,12.8,43.4,40.7,26.6,24.1,7.0,79.0,37.7,40.6,0.0,0.4,0.0
Jharkhand,Pakur,79.7,67.5,72.1,10.4,7.9,20.2,17.1,4.3,1.2,74.2,64.6,52.5,1644,16.9,38.3,88.6,91.7,13.6,34.5,5.1,50.8,5.8,51.4,51.3,23.6,34.4,8.0,71.6,26.6,16.5,0.0,0.0,0.0
Jharkhand,Palamu,61.0,59.6,68.2,6.0,4.9,24.3,18.3,4.3,0.6,83.4,74.9,55.8,2597,25.4,46.3,94.9,95.8,36.5,34.9,3.1,48.9,6.0,37.3,43.7,18.4,26.7,10.8,73.1,33.8,24.0,0.2,0.2,0.0
Jharkhand,Ramgarh,62.3,61.7,59.7,5.3,3.8,27.4,21.1,9.1,2.6,89.7,79.0,49.7,2121,33.2,64.2,76.7,98.4,44.3,37.0,5.9,48.5,8.6,35.3,35.3,23.5,27.3,14.1,63.4,40.9,31.5,0.3,1.4,0.2
Jharkhand,Ranchi,58.9,45.9,62.8,5.3,5.1,23.1,19.6,4.8,1.9,94.7,87.3,43.9,2394,57.7,77.2,86.3,99.3,49.5,36.4,5.7,45.8,8.3,40.6,28.3,32.7,21.2,14.9,77.8,35.2,43.0,0.2,0.3,0.4
Jharkhand,Sahebganj,71.5,63.6,72.6,8.0,6.8,16.6,15.0,3.4,2.2,75.7,64.7,34.8,1546,17.4,43.2,88.2,91.6,18.6,34.4,6.7,47.2,4.7,44.8,49.1,19.7,28.5,14.3,67.1,36.2,15.0,0.2,0.2,0.9
Jharkhand,Saraikela Kharsawan,70.2,42.8,76.1,9.7,7.1,17.2,15.6,9.2,3.2,89.1,81.8,63.1,1770,31.5,60.9,85.7,93.5,36.0,37.3,11.3,42.6,11.2,48.7,40.0,32.9,20.3,6.4,85.1,54.4,42.6,0.0,0.2,0.0
Jharkhand,Simdega,70.6,59.0,75.4,5.3,4.7,26.7,20.9,7.3,0.6,78.1,75.7,60.6,669,15.9,71.3,66.7,84.1,29.7,54.1,15.7,56.5,17.6,37.0,42.2,21.1,25.8,7.9,71.0,34.4,46.4,0.0,0.2,0.0
Jharkhand,West Singhbhum,72.6,74.8,73.3,7.4,4.2,19.5,17.8,10.5,2.7,70.1,67.9,46.7,1183,15.5,37.7,79.3,83.3,22.9,57.1,28.5,56.4,19.9,62.4,60.6,30.5,33.1,7.1,62.6,34.9,37.4,0.1,0.2,0.1
Karnataka,Bagalkote,48.0,49.5,63.8,6.0,5.4,21.0,19.1,4.3,3.1,91.4,95.2,22.3,4576,56.6,51.3,99.2,98.9,37.7,14.8,0.6,33.7,10.7,42.3,48.3,16.9,17.1,28.6,78.2,76.2,32.3,0.2,0.6,0.2
Karnataka,Ballari,58.1,40.2,67.5,5.3,4.2,20.9,21.2,5.1,1.6,96.0,95.7,25.7,12348,76.2,64.1,94.7,98.9,39.9,14.3,1.0,26.2,8.2,36.5,36.1,22.9,22.2,27.3,67.5,56.4,28.7,0.2,0.5,1.0
Karnataka,Belagavi,52.9,40.0,72.7,5.1,4.8,22.2,19.4,4.7,1.1,96.4,97.5,20.7,3902,74.8,67.7,94.4,99.1,47.8,11.5,0.5,28.8,6.6,36.9,32.8,23.6,22.2,23.8,71.2,63.7,36.9,0.6,0.5,0.8
Karnataka,Bengaluru Rural,44.2,33.6,60.8,5.6,5.9,30.8,26.7,3.2,0.4,97.9,100.0,34.9,4836,93.6,88.8,97.9,99.2,56.3,17.8,1.5,24.8,13.1,23.8,36.6,16.2,14.1,33.2,81.8,90.9,67.0,0.2,0.9,0.2
Karnataka,Bengaluru Urban,35.5,23.7,58.9,10.4,8.4,33.5,30.7,2.2,0.0,94.4,99.3,28.8,3633,97.2,90.4,99.2,98.8,70.1,17.3,1.1,20.9,2.9,28.1,31.3,19.2,10.0,40.1,75.3,74.6,58.8,0.4,0.2,0.6
Karnataka,Bidar,55.9,60.4,69.3,6.3,4.7,24.1,21.2,9.0,2.4,91.7,99.0,21.4,4091,65.2,56.5,98.9,98.8,45.0,16.6,0.3,31.2,8.5,36.1,36.8,22.1,24.9,20.8,62.7,55.3,39.7,0.2,0.4,0.5
Karnataka,Chamarajanagara,46.3,0.0,68.7,6.0,6.5,29.9,28.8,4.6,3.6,96.7,100.0,34.4,4270,89.0,75.2,99.9,98.7,41.7,20.0,0.9,22.4,2.8,28.7,32.2,18.0,17.9,30.6,83.2,84.1,41.2,0.2,0.2,0.7
